Name,Currency,Top Category,Category,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration in Days,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,# Videos,# Images,# Words (Description),# Words (Risks and Challenges),# FAQs,r1,r2,r3,f1,f2,f3,Result,Video
A Multicultural Travel Show-Create the Troll Co-Host puppet,CAD,Film & Video,Film & Video,4,0,8,18750,187.5,7,2014/4/4,2014/5/9,35,181,98,1,0,0,0,552,78,0,93,168.75,168.75,3,6,6,0,1
Valleto Dance Company,USD,Dance,Dance,1,4,8,6000,6233,122,2014/4/15,2014/5/15,30,1825,700,1,1,0,0,373,93,0,455,655,692,13,18,19,1,1
The Foyer:  A Story of Hope in Haiti,USD,Film & Video,Documentary,3,2,2,9000,9431,114,2014/3/20,2014/5/4,45,884,557,1,1,0,0,325,65,0,410,805,1251,7,12,18,1,1
Hadi & the Hunt for Ain - A book about the Arabian Desert,GBP,Publishing,Children's Book,0,0,4,6985,6991.35,23,2014/2/28,2014/3/30,29,0,86,1,0,0,0,347,59,0,36.83,81.28,461.01,2,4,5,1,1
Localism Prints,USD,Design,Graphic Design,4,0,14,1000,531,17,2013/12/23,2014/1/23,30,216,15,2,0,0,21,1077,77,0,27,32,47,1,2,2,0,1
Edward Kennedy Worship Album Fundraiser,USD,Music,Country & Folk,0,3,2,800,905,16,2014/3/4,2014/4/3,29,155,72,1,0,0,0,112,67,0,80,200,200,3,5,5,1,1
"""That Reminds Me..."" The Series",USD,Film & Video,Webseries,10,0,15,25000,25458,148,2014/4/14,2014/6/1,47,2919,780,1,0,0,6,630,216,0,219,363,560,6,8,13,1,1
__he Death Drive_ _ A Short Film,USD,Film & Video,Film & Video,1,2,8,3100,4735,65,2014/5/1,2014/5/31,30,0,359,1,3,0,5,244,107,0,1624,2327,2649,21,27,32,1,1
New Earth Army's Second Album - Musikizinew!,USD,Music,Indie Rock,6,0,10,2000,2082,46,2014/3/4,2014/4/21,47,552,380,1,0,0,0,354,177,0,300,325,465,4,5,9,1,1
The Rumpus,USD,Art,Art,0,0,7,2500,3586,51,2014/4/10,2014/5/10,30,369,353,1,3,0,5,194,118,0,386,600,623,2,5,5,1,1
Georgia Country,USD,Music,Country & Folk,0,2,6,20000,525,5,2014/1/17,2014/2/16,30,330,305,1,0,0,0,303,50,0,225,225,225,3,3,3,0,1
The Greenest Runway to Date,USD,Fashion,Fashion,1,0,13,15000,100,5,2014/4/17,2014/5/9,21,936,42,3,2,0,0,255,67,0,75,75,75,4,4,4,0,1
The Rise of the Protector,USD,Film & Video,Short Film,1,4,8,7000,7027,57,2014/3/3,2014/3/17,13,0,184,2,1,0,11,1358,131,0,510,526,537,6,7,7,1,1
A unique taste profile that conjures up tropical Island feel,USD,Food,Food,0,0,6,50000,75,3,2014/2/19,2014/3/21,29,44,2,1,1,0,0,192,93,0,25,25,25,1,1,1,0,1
Aqua Greens,CAD,Food,Food,3,9,14,18750,18990,149,2014/2/26,2014/3/28,29,0,445,1,0,0,3,1185,102,0,1449.75,2439.75,2829,10,20,24,1,1
Shake Your Shape,USD,Food,Food,0,3,2,1500,220,8,2014/5/23,2014/6/23,30,0,21,1,0,0,0,81,55,0,183,215,215,5,7,7,0,1
Building Gravitator (Electrokinetic Apparatus),USD,Technology,Technology,0,12,6,100000,10056,13,2014/1/31,2014/2/28,28,0,30,1,0,0,1,527,40,1,10003,10009,10009,4,5,5,0,0
the purple light theatre company's Into the Woods,USD,Theater,Musical,1,0,7,4500,4550,17,2014/5/12,2014/6/11,30,0,178,2,0,0,0,369,104,0,25,125,567,1,2,3,1,0
The Open Aire Market - Bringing Communities Together,USD,Art,Art,1,0,4,3000,2055,15,2014/3/29,2014/5/1,33,0,104,1,0,0,0,294,202,0,0,50,1675,0,1,4,0,1
Napwell: The World's First Napping Mask,USD,Technology,Hardware,5,28,12,30000,51564,769,2013/12/17,2014/1/26,40,1102,1613,1,2,0,16,697,93,11,5962,9901,12522,72,124,165,1,1
Ti2 TechLiner Pen,USD,Design,Product Design,4,175,8,5000,55673,665,2014/4/1,2014/5/11,40,202,53,6,38,0,7,738,200,0,19313,22918,25325,271,315,346,1,1
Christine Martucci's 4th CD,USD,Music,Rock,2,0,7,10000,10675,58,2014/2/3,2014/4/4,59,4661,663,1,1,0,0,142,53,0,1800,1800,1800,29,29,29,1,0
LOVEBOTICS - Fall 2014 Line,USD,Fashion,Jewelry,6,6,10,300,305,10,2014/4/9,2014/5/9,30,154,3,4,5,0,10,156,136,0,25,25,25,1,1,1,1,0
The Guiding Lights - A New Musical for Young Performers,GBP,Theater,Theater,0,0,16,15875,364.49,6,2014/5/23,2014/6/22,30,389,35,1,0,0,0,371,140,0,139.7,139.7,146.05,2,2,2,0,1
MESH 2014,GBP,Art,Performance Art,0,0,14,12700,12768.58,38,2014/5/21,2014/6/20,30,0,157,1,0,0,0,214,230,0,261.62,400.05,1803.4,5,9,13,1,1
Doug Littlejohn's Debut CD,USD,Music,Country & Folk,1,0,5,6000,3610,76,2014/2/16,2014/3/18,29,2294,1486,1,0,0,0,360,241,1,95,380,430,5,16,18,0,1
Coming Out of the Dark,USD,Publishing,Nonfiction,8,5,4,5000,1,1,2014/5/20,2014/6/19,30,69,47,2,3,0,1,421,57,0,1,1,1,1,1,1,0,1
Varney the Vampire: for Thrillbent.com (Digital & Print),USD,Comics,Comics,1,1,54,30000,7941,92,2014/2/24,2014/3/26,29,154,132,2,0,0,48,1619,337,0,1105,1247,1446,26,32,38,0,1
Imaginary Mothers: A Journey of Loss for Costa Rican Mothers,USD,Film & Video,Documentary,11,3,16,20000,10644,137,2014/4/10,2014/5/10,30,458,1583,1,3,2,13,1334,219,0,269,386,395,4,8,9,0,1
"""KEYS"" Student Produced Film",USD,Film & Video,Short Film,0,0,9,500,166,8,2014/3/5,2014/3/30,24,0,27,1,4,0,0,254,79,0,30,45,45,2,3,3,0,1
